115090,60390,4
115057,187524,183
115043,203134,226
115032,16506,75
115031,4436,193
115025,78763,85
115017,24512,65
115014,3594,359
115001,7225,37
114990,111339,29
114980,51931,20
114979,250103,20
114962,21289,172
114937,49543,32
114919,29441,230
114858,3436844,167
114851,3480702,230
114847,222209,116
114818,199,17
114803,77176203,25
114772,4418258,76
114751,360,70
114745,1466,107
114612,327064,2
114413,3460548,36
114324,19346206,25
114220,532156,12
114200,1336195,3
114080,15931,3
113968,14707224,25
113905,30347,70
113791,11734966,8
113700,115656,93
113688,12200,107
113494,264,23
113491,6022875,22
113472,258001,2
113440,86119,76
112798,12786751,335
112652,7377449,136
112605,20551,29
112491,4570,312
112431,4494790,312
112187,15211385,90
111870,87514,93
111831,3134580,8
111806,79263,361
111688,1883379,2
111646,132567,18
111538,38533,2
111427,19192756,271
111342,693030,5
111336,12480247,70
111323,585527,106
111281,163099,5
111182,96004,12
110991,2641078,421
110949,109581,2
110726,873464,562
110441,6640710,372
110396,31959149,372
110181,1447328,190
109571,2051927,258
109410,11092048,306
109188,33907,52
109071,10644,80
109065,598713,74
108957,150613,314
108938,85,7
108720,4080602,647
108419,685984,2
107735,138227,120
107703,13185,29
107565,45068,26
107563,770,96
107311,771269,10
106978,761,327
106809,394,39
106788,665,86
106786,292273,40
105996,197415,337
105807,141081,0
105551,8978208,138
105123,113813,68
105065,177781,15
104878,28169,0
104676,2000,0
104544,1178324,83
103926,74698,38
103497,352,10
103467,352447,275
103455,280108,350
103324,1066784,0
103251,31059,208
103244,16870,0
103170,11620,357
103132,1922872,126
102864,113946,372
102733,32821,186
#####
