131129,84400452,5
131075,77484765,93
131069,31877975,935
131067,76603691,250
131064,16201961,34
131062,75883904,551
131038,72259122,5
131023,71452100,194
131018,71135873,19
131013,70957311,29
131011,70927652,847
130993,69682942,1425
130964,68547092,391
130934,22011260,391
130931,20652152,272
130916,64306559,52
130899,1268169,100
130894,16132896,194
130878,823390,651
130874,13478997,391
130861,60189449,391
130832,9229611,61
130818,29842841,935
130810,6737369,222
130797,5018944,19
130788,209477,957
130767,2432,194
130762,14785269,201
130761,2241209,29
130752,1019866,490
130747,46174234,990
130743,1814,94
130735,1064,7
130732,2886063,36
130730,166308,368
130727,1630,94
130725,686330,7
130718,1643347,203
130716,44054513,227
130708,652781,5
130706,632727,5
130705,591199,203
130696,2340,368
130695,296447,29
130693,16175,203
130675,16005,203
130640,28380670,184
130635,3459769,43
130628,12366,62
130624,3974240,920
130617,1273731,5
130589,344,555
130586,34926318,475
130557,8195241,54
130556,31044380,475
130524,178323,203
130516,32745888,990
130483,451161,347
130482,31467,321
130474,784022,157
130456,29408,7
130450,28056,5
130429,309275,5
130419,821495,347
130393,8162943,1165
130388,4710129,957
130376,1413,258
130375,6072826,1396
130373,204656,321
130353,1763541,25
130349,345134,478
130342,642555,56
130332,19684,75
130315,57261,25
130308,42726,649
130304,74544,864
130303,330272,1372
130291,15117982,347
130278,468182,20
130275,35916,1025
130269,9393,1601
130267,67485,1501
130265,47134,37
130247,1490897,1704
130242,41806,7
130234,1108,146
130230,327666,29
130228,173227,5
130224,19970458,2534
130192,3048877,543
130189,403819,112
130181,116840,956
130156,48033,346
130147,341273,572
130134,2215324,131
130115,80999,1041
130107,8578,13
130096,512703,29
130081,241871,321
129979,401932,397
129922,6006273,292
129920,1032054,292
129903,1576966,5
129896,960,292
129874,4064667,321
129844,30501014,33
129828,458785,675
129822,29576465,30
129809,530311,19
129789,247448,7
129768,108249,379
129762,533618,1027
129753,119744,160
129743,6179,1188
129739,36800,383
129715,62,361
129706,29573947,21
129705,2449,361
129703,1461,936
129695,2209903,21
129691,2088731,533
129674,16201,207
129671,2021,444
129668,316791,5
129645,2834403,19
129620,541512,291
129598,530430,289
129590,1308,289
129573,318052,206
129556,6891,289
129543,1203453,314
129539,4145619,206
129488,7663257,2189
129482,6904140,1780
129468,1364019,99
129459,2928257,2325
129453,5079583,5
129441,4291137,5
129414,103649,99
129411,337017,1447
129408,17354,5
129403,539909,30
129397,333595,1116
129396,894,1299
129383,10698,441
129375,136865,1299
129366,70,310
129345,3220286,3455
129340,147645,722
129333,870,314
129332,221,21
129327,36183,297
129296,581401,1056
129291,1605625,501
129288,35269,1586
129272,321994,726
129258,46618,787
129257,10771407,1276
129256,40460,399
129255,609210,420
129253,51892,2375
129227,3122,1276
129211,344398,228
129190,86016,931
129151,3112465,26
129125,2112,727
129121,35826,224
129109,1163490,1478
129097,167230,1505
129083,399641,331
129077,4518,130
129070,4715,3233
129047,388,335
129042,3221781,25
129023,1348,335
#####
